is_canceled,lead_time_std,adr_std,no_deposit,prev_cancellations,repeat_guest,market_corporate,market_onlineTA,market_offlineTA/TO,market_groups,market_comp,booking_changes_flag,booking_changes_std,special_requests,national
0,-0.93416561,0.517365898,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.20503717,0.311432704,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.111292084,-0.141255841,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
0,0.076198086,-0.631668431,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
1,2.878134523,-0.691261488,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
0,2.836470041,-0.691261488,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
1,-0.111292084,0.553814251,1,0,0,0,0,0,0,0,1,2.47913703,1,1
0,0.076198086,0.319633583,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,2.419825218,0.749359665,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.236285531,-0.021158518,1,0,0,0,1,0,0,0,1,1.040480334,1,0
1,-0.132124325,0.275531076,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,-0.830004405,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.861252766,0.079985662,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.944581731,0.681383487,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.736259319,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.861252766,0.020028121,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,0.180359292,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
1,0.180359292,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,-0.20503717,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,-0.298782255,0.426245016,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.298782255,1.875796015,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,0.097030327,0.103677092,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,0.107446448,-0.048494782,1,0,0,0,0,0,0,0,0,-0.398176361,0,0
0,-0.913333369,-0.017149199,1,0,0,0,0,0,0,0,0,-0.398176361,1,0
0,0.065781966,-0.402043807,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,0.003285242,0.052467156,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,0.034533604,-0.142349291,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,0.107446448,0.049004562,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,-0.684178716,1.264557135,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
1,-0.194621049,1.428574724,1,0,0,0,0,0,0,0,0,-0.398176361,1,1
1,0.107446448,0.311432704,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,0.242856016,-0.631668431,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,0.107446448,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.059211481,0.061761486,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.142540446,0.827176899,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.413359581,-0.480590007,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.652930355,0.417132927,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,0.097030327,0.049004562,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,0.180359292,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,0.003285242,-0.402043807,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,0.003285242,-0.402043807,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,-0.132124325,1.009418664,1,0,0,0,0,0,0,0,1,1.040480334,1,1
0,-0.93416561,1.264557135,1,0,0,0,1,0,0,0,1,1.040480334,0,1
0,-0.642514234,-0.257161603,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
1,-0.423775702,0.207554898,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
1,-0.580017511,0.535590075,1,0,0,0,0,0,0,0,1,1.040480334,0,1
1,-0.194621049,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,-0.611265872,0.35334831,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.621681993,-1.705983636,1,0,0,0,0,0,0,1,1,2.47913703,1,1
0,-0.871668887,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,0.086614207,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.944581731,0.380684574,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,0.086614207,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,0.086614207,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.861252766,-0.098611268,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
1,-0.902917249,0.061761486,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.954997852,-0.155106215,1,0,0,0,1,0,0,0,1,1.040480334,0,0
0,-0.861252766,-0.084031926,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.93416561,-0.246227097,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.93416561,0.079985662,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.861252766,0.134658192,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
1,-0.902917249,0.061761486,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.93416561,1.337453841,1,0,0,0,0,0,0,0,0,-0.398176361,1,1
0,-0.496688546,2.394456078,1,0,0,0,1,0,0,0,1,3.917793725,0,1
0,-0.121708205,0.061761486,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,0.055365845,-0.115013027,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,0.180359292,-0.146176368,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,-0.642514234,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.288366134,0.244003251,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.548769149,1.264557135,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.017546999,-0.211601162,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
1,-0.600849752,1.264557135,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
1,0.013701363,0.216666986,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
0,0.055365845,1.286426147,1,0,0,0,0,0,0,0,1,1.040480334,1,1
0,-0.652930355,0.067046497,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
1,0.097030327,0.371572486,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.673762596,0.087275333,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.871668887,1.483247253,1,0,0,0,1,0,0,0,1,1.040480334,1,0
0,-0.100875964,-0.54692601,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,0.024117483,0.562015131,1,0,0,0,0,0,0,0,1,3.917793725,1,1
0,0.190775413,0.311432704,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,0.044949725,-0.356118882,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.132124325,0.737878434,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,0.242856016,1.337453841,1,0,0,0,1,0,0,0,1,1.040480334,0,1
0,0.201191533,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.423775702,0.441006599,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,0.024117483,1.416182284,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,-0.111292084,2.121093431,1,0,0,0,0,0,0,0,0,-0.398176361,0,0
0,-0.080043723,0.061761486,1,0,0,0,1,0,0,0,1,1.040480334,1,1
0,-0.423775702,0.441006599,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.93416561,0.681383487,1,0,0,0,0,0,0,0,0,-0.398176361,0,1
0,-0.882085007,0.079985662,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,0.065781966,-0.115013027,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,0.034533604,0.061761486,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
1,-0.455024064,1.337453841,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.267533893,-0.038471485,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
0,0.128278689,-0.361039409,1,0,0,0,1,0,0,0,1,1.040480334,1,1
0,-0.663346475,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.600849752,1.483247253,1,0,0,0,0,0,0,0,0,-0.398176361,0,1
0,0.065781966,0.440824357,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,0.128278689,0.437726247,1,0,0,0,1,0,0,0,1,1.040480334,0,1
0,-0.246701652,1.665489018,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
1,-0.059211481,-0.412067104,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,1.732361259,-0.844891296,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,0.201191533,1.045867017,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,0.024117483,-0.115013027,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,0.211607654,0.491852051,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,0.086614207,-0.542187724,1,0,0,0,0,1,0,0,1,1.040480334,1,0
0,-0.611265872,1.157034494,1,0,0,0,0,0,0,0,1,6.795107116,1,1
0,0.055365845,-0.040840628,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,-0.121708205,-0.375618751,1,0,0,0,0,0,0,0,1,1.040480334,0,0
0,-0.017546999,0.311432704,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,0.201191533,-0.000200715,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.277950014,-0.184264897,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
1,-0.257117772,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.382111219,-0.211601162,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.736259319,1.674601106,1,0,0,0,0,0,0,0,0,-0.398176361,1,1
0,-0.954997852,0.295030945,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.954997852,1.847730783,1,0,0,0,0,0,0,0,0,-0.398176361,0,1
0,-0.954997852,0.295030945,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.871668887,1.81128243,1,0,0,0,1,0,0,0,1,2.47913703,1,0
0,-0.267533893,0.061761486,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.03837924,1.02764284,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,-0.954997852,0.079985662,1,0,0,0,0,0,0,0,1,2.47913703,0,0
1,-0.507104666,-0.038471485,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
1,-0.03837924,0.827176899,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.39252734,-0.257161603,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
1,2.086509359,-0.844891296,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
0,0.211607654,0.602108319,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,-0.246701652,0.244003251,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.882085007,0.681383487,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.944581731,0.681383487,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
1,0.222023774,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.902917249,0.954746134,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.090459843,0.311432704,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
1,0.13869481,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.954997852,-0.594308869,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
1,-0.944581731,0.202452128,1,0,0,1,0,0,0,0,0,-0.398176361,1,1
1,-0.944581731,0.202452128,1,0,0,1,0,0,0,0,0,-0.398176361,1,1
0,-0.944581731,0.202452128,1,0,0,1,0,0,0,0,0,-0.398176361,1,0
1,0.107446448,-0.495533832,1,0,0,0,0,0,0,0,0,-0.398176361,1,1
0,0.222023774,-0.285226835,1,0,0,0,0,0,0,0,1,1.040480334,1,1
1,1.961515912,0.335124133,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,0.044949725,0.244003251,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,3.148953659,-0.071639486,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.611265872,1.118763723,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.100875964,0.335124133,1,0,0,0,0,0,0,0,0,-0.398176361,1,0
0,0.086614207,0.664981728,1,0,0,0,1,0,0,0,1,1.040480334,1,0
0,0.086614207,0.118256433,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.777923802,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.246701652,0.553814251,1,0,0,0,0,0,0,0,0,-0.398176361,1,0
0,-0.830004405,0.954746134,1,0,0,0,0,0,0,0,1,2.47913703,0,1
1,-0.152956567,0.061761486,1,0,0,0,0,0,0,0,0,-0.398176361,0,1
1,-0.705010958,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,-0.496688546,1.08231537,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.142540446,-0.211601162,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,-0.777923802,0.209012832,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
1,0.117862569,-0.513758009,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.788339922,0.079985662,1,0,0,0,0,0,0,0,0,-0.398176361,1,0
0,-0.809172163,-0.330787276,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.152956567,-0.512300074,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.017546999,-0.048494782,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.017546999,-0.000200715,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.017546999,0.467249413,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,2.857302282,0.749359665,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,1.638616174,0.335124133,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,-0.236285531,0.446838335,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.850836646,0.681383487,1,0,0,0,0,0,0,0,0,-0.398176361,0,0
0,-0.725843199,-0.098611268,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.007130878,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.715427078,0.079985662,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.840420525,0.307787868,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.92374949,0.681383487,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.819588284,1.665489018,1,0,0,0,1,0,0,0,1,2.47913703,1,1
0,0.169943172,-0.115013027,1,0,0,0,1,0,0,0,1,1.040480334,1,1
0,-0.007130878,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.56960139,0.480917545,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.736259319,0.079985662,1,0,0,0,0,0,0,0,0,-0.398176361,1,0
0,0.14911093,0.049004562,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.642514234,1.884179136,1,0,0,0,0,0,0,0,0,-0.398176361,1,1
0,-0.642514234,1.884179136,1,0,0,0,0,0,0,0,0,-0.398176361,1,1
1,-0.423775702,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.132124325,-0.211601162,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.736259319,1.301005488,1,0,0,0,0,0,0,0,1,1.040480334,1,1
0,-0.590433631,1.016708335,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.142540446,0.241087382,1,0,0,0,1,0,0,0,1,1.040480334,1,1
0,-0.632098113,1.228108782,1,0,0,0,0,0,0,0,1,1.040480334,1,1
0,-0.142540446,0.743892412,1,0,0,0,1,0,0,0,1,1.040480334,1,1
0,-0.142540446,0.926134177,1,0,0,0,1,0,0,0,1,1.040480334,1,1
0,-0.496688546,1.064091193,1,0,0,0,0,1,0,0,1,2.47913703,0,0
0,-0.600849752,0.581879483,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.048795361,0.732957906,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,-0.840420525,1.205328561,1,0,0,0,0,0,0,0,0,-0.398176361,0,1
0,0.242856016,0.491852051,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.059211481,0.338768968,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.527936908,0.309610286,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.621681993,0.223956656,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.600849752,0.03023366,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.600849752,0.277353494,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
1,0.086614207,1.099810579,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
0,-0.496688546,0.491852051,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,2.211502806,-0.053597552,1,0,0,0,0,0,0,0,1,1.040480334,1,1
1,-0.580017511,0.602472803,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,0.263688257,0.925587452,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,-0.225869411,0.107321927,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,0.190775413,0.834466569,1,0,0,0,0,0,0,0,0,-0.398176361,1,1
1,0.180359292,-0.361039409,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.611265872,-0.066354475,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.611265872,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.611265872,0.535590075,1,0,0,0,1,0,0,0,1,1.040480334,0,0
0,-0.954997852,0.535590075,1,0,0,0,0,0,0,0,0,-0.398176361,0,0
0,-0.954997852,0.93469954,1,0,0,0,1,0,0,0,1,1.040480334,1,0
0,-0.954997852,1.08231537,1,0,0,0,0,0,0,0,0,-0.398176361,0,0
0,-0.954997852,0.681383487,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.080043723,0.116434015,1,0,0,1,0,0,0,0,0,-0.398176361,0,1
0,-0.21545329,-0.512300074,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.788339922,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,1,0
0,-0.39252734,0.535590075,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.871668887,0.681383487,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.580017511,0.201723161,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
0,-0.538353028,1.319229665,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
1,-0.340446737,0.321456001,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.132124325,2.189434093,1,0,0,0,0,0,0,0,1,1.040480334,0,1
0,-0.621681993,1.537919783,1,0,0,0,1,0,0,0,1,1.040480334,0,1
0,0.190775413,0.369750069,1,0,0,0,0,0,0,0,0,-0.398176361,1,1
0,-0.611265872,0.650220145,1,0,0,0,1,0,0,0,0,-0.398176361,0,1
0,-0.402943461,1.08231537,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.93416561,0.079985662,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.871668887,1.373902194,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
1,-0.20503717,-0.01113522,1,0,0,0,1,0,0,0,0,-0.398176361,1,1
0,-0.830004405,0.704892675,1,0,0,0,1,0,0,0,0,-0.398176361,0,0
0,-0.455024064,0.535590075,1,0,0,0,0,1,0,0,0,-0.398176361,1,0
0,-0.017546999,0.430254335,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,-0.600849752,1.009418664,1,0,0,0,0,1,0,0,1,1.040480334,1,0
1,-0.350862858,1.293169092,1,0,0,0,0,0,0,0,0,-0.398176361,1,1
0,-0.340446737,0.244003251,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
0,-0.017546999,0.430254335,1,0,0,0,0,1,0,0,0,-0.398176361,1,1
0,0.253272136,0.467249413,1,0,0,0,0,1,0,0,0,-0.398176361,0,1
0,-0.632098113,0.535590075,1,0,0,0,0,1,0,0,0,-0.398176361,0,0
